Epoch,AttackerStrategy,DeviceID,HMM_State,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch,DetectionTime
30,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.909,0.018,0.581,False,Device is trust-compliant.,False,,1
31,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.8854,0.018,0.5868,False,Device is trust-compliant.,False,,1
32,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9312,0.018,0.5756,False,Device is trust-compliant.,False,,1
33,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9587,0.018,0.5689,False,Device is trust-compliant.,False,,1
34,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9152,0.018,0.5795,False,Device is trust-compliant.,False,,1
35,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9491,0.018,0.5712,False,Device is trust-compliant.,False,,1
36,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9695,0.018,0.5662,False,Device is trust-compliant.,False,,1
37,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9817,0.018,0.5632,False,Device is trust-compliant.,False,,1
38,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.929,0.018,0.5762,False,Device is trust-compliant.,False,,1
39,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9424,0.018,0.5729,False,Device is trust-compliant.,False,,1
40,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9504,0.018,0.5709,False,Device is trust-compliant.,False,,1
1,legacy_mimicry,user_0_phone,Idle,0.1017,0.8983,0.98,0.0469,0.0798,False,trust-compliant,False,,-1
1,legacy_mimicry,user_0_laptop_1,Idle,0.1221,0.8779,0.98,0.0411,0.0897,False,trust-compliant,False,,-1
2,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9687,0.018,0.5664,False,trust-compliant,False,,-1
2,legacy_mimicry,user_0_laptop_1,Idle,0.0,1.0,0.9723,0.018,0.5655,False,trust-compliant,False,,-1
3,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9608,0.018,0.5684,False,trust-compliant,False,,-1
3,legacy_mimicry,user_0_laptop_1,Idle,0.0,1.0,0.9675,0.018,0.5667,False,trust-compliant,False,,-1
4,legacy_mimicry,user_0_phone,Idle,0.0,1.0,0.9553,0.018,0.5697,False,trust-compliant,False,,-1
4,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9646,0.018,0.5674,False,trust-compliant,False,,-1
5,legacy_mimicry,user_0_phone,Idle,0.0,1.0,0.9689,0.018,0.5664,False,trust-compliant,False,,-1
5,legacy_mimicry,user_0_laptop_1,Idle,0.0,1.0,0.9628,0.018,0.5679,False,trust-compliant,False,,-1
6,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.961,0.018,0.5683,False,trust-compliant,False,,-1
6,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9617,0.018,0.5681,False,trust-compliant,False,,-1
7,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9555,0.018,0.5697,False,trust-compliant,False,,-1
7,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.961,0.018,0.5683,False,trust-compliant,False,,-1
8,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9516,0.018,0.5706,False,trust-compliant,False,,-1
8,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9606,0.018,0.5684,False,trust-compliant,False,,-1
9,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9663,0.018,0.567,False,trust-compliant,False,,-1
9,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9757,0.018,0.5647,False,trust-compliant,False,,-1
10,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9771,0.018,0.5644,False,trust-compliant,False,,-1
10,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.985,0.018,0.5624,False,trust-compliant,False,,-1
10,legacy_mimicry,rogue_laptop,Normal,0.0,1.0,1.0,0.0,0.0,False,trust-compliant,False,,-1
11,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9674,0.018,0.5667,False,Device is trust-compliant.,False,,-1
11,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9908,0.0944,0.5982,False,Device is trust-compliant.,False,,-1
11,legacy_mimicry,rogue_laptop,Normal,0.0,1.0,1.0,1.0,0.9002,True,Behavioral anomaly detected (Risk: 0.90 >= 0.65),True,11,1
